text,label
ఇది కొంచెం స్వీయ సంతృప్తి.,neg
తెలివైన కానీ ముఖ్యంగా బలవంతం కాదు.,neg
"mckay తన సొంత ఆవిష్కరణతో ఇబ్బంది పడుతున్నట్లు అనిపిస్తుంది మరియు మధ్యవర్తిత్వ భాగాల ద్వారా పరుగెత్తడానికి ప్రయత్నిస్తాడు, అతను సేవలో ఉంచిన ప్లాట్ పరికరం యొక్క మెరుస్తున్న చిత్తశుద్ధిని ప్రేక్షకులు గమనించరని స్పష్టంగా భావిస్తున్నారు.",neg
"ఎప్పటికప్పుడు పెరుగుతున్న ఆ వర్గం యొక్క పగుళ్లలో బస చేయడానికి ముందు 90 నిముషాల పాటు లక్ష్యం లేకుండా ప్రవహించే తేలికపాటి వినోదాత్మక, అసమర్థమైన మెత్తనియున్ని: అవాంఛనీయమైన కానీ గుర్తుండిపోయేది కాదు.",neg
అతని పాత్రలు ఒకరినొకరు మానసికంగా హింసించేటప్పుడు మరియు వారి జననాంగాల గురించి బహిరంగంగా మాట్లాడుతున్నప్పుడు లాబ్యూట్ మరింత సరదాగా ఉంటుంది.,neg
ఈ చిత్రం బరువు గ్లాస్ ఫ్లాట్ షాంపైన్ కంటే ఎక్కువ కాదు.,neg
చురుకైన హాక్ ఉద్యోగం.,neg
"యాంట్‌వోన్ ఫిషర్‌తో సమస్య ఏమిటంటే, యాంట్‌వోన్ ఫిషర్ పుస్తకం ఆధారంగా యాంట్‌వోన్ ఫిషర్ రాసిన స్క్రీన్ ప్లే ఉంది.",neg
డువాల్ యొక్క విపరీతమైన నిజాయితీకి అలారాలు మరియు అతను మాట్లాడేటప్పుడు ప్రజలను అరికట్టడానికి అతని వృద్ధుల ప్రవృత్తి.,neg
… దాని కథ విప్పే మౌడ్లిన్ మార్గం ఒక దర్శకుడు తన విషయాన్ని సంచలనాత్మకం చేయాలనే కోరికకు వ్యతిరేకంగా పోరాడుతుందని సూచిస్తుంది.,neg
అస్పష్టమైన స్కిడ్-రో గౌరవం యొక్క చిన్న దయ [రిఫ్కిన్స్] కథ pred హించదగిన ప్లాటింగ్ మరియు అలసటతో కూడిన హిస్ట్రియోనిక్స్ ద్వారా అంచుల్లోకి నెట్టబడుతుంది.,neg
"జంతువుల ఇంటి ప్రకాశం వలె అదే సిరలో పనిచేయడానికి ప్రయత్నిస్తుంది, కానీ బదులుగా మేధావుల సీక్వెల్ యొక్క మూడవ పగ యొక్క వైఫల్యానికి దగ్గరగా వస్తుంది.",neg
"దురదృష్టవశాత్తు, కపూర్ ఆధునీకరిస్తుంది a. ఇ. w. యువ అమెరికన్ యొక్క సున్నితత్వాలకు అనుగుణంగా మాసన్ కథ, ఈ నిర్ణయం ""నాలుగు ఈకలను"" తెంచుకుంటుంది.",neg
 . . . బోధనా సర్క్యూట్ ఏమిటో తేలింది,neg
"అబద్ధాలు పోగుపడతాయి, సినిమా యొక్క వాస్తవికతను బలహీనం చేస్తాయి మరియు దాని సృష్టికర్త యొక్క హాస్య స్వరాన్ని అణిచివేస్తాయి.",neg
"మెకానికల్ యాక్షన్-కామెడీ, దీని ఉద్దేశ్యం ఆకర్షణీయమైన జాకీ చాన్‌ను యువ ప్రేక్షకులకు కూడా విక్రయించడం.",neg
ఇటీవలి జ్ఞాపకశక్తిలో చాలా అసంబద్ధమైన లక్షణాలలో ఒకటి.,neg
ఫ్రేమ్ ఒకటి నుండి తక్కువ అద్దె.,neg
ఎనిమిది కాళ్ళ విచిత్రాలు? పెద్ద వెంట్రుకల ఒప్పందం లేదు.,neg
"సమస్యలను అటువంటి అసహ్యకరమైన రీతిలో ప్రదర్శిస్తారు, సంవత్సరంలో కొన్ని (అనుకోకుండా) హాస్యాస్పదమైన క్షణాలతో పూర్తి చేస్తారు, ఇది పట్టించుకోవడం అసాధ్యం.",neg
వెనుకబడి ఉన్న నాటకం ఉత్సాహరహిత తాత్విక ఎపిఫనీకి దారి తీస్తుంది.,neg
సాండ్రా ఎద్దు మరియు హ్యూ గ్రాంట్ యొక్క సంబంధిత ఆకర్షణలు థ్రెడ్ బేర్ ధరించాయి.,neg
'ఈ సినిమా సక్స్. ',neg
"వ్యంగ్యం అని పిలవబడే వాటిలో దేనికీ ఎటువంటి స్టింగ్ లేదు, చివరకు, కొంతవరకు, అతనికి వేడెక్కిన చేతిని కొరుకుటకు వుడీ భయపడుతున్నట్లుగా.",neg
 . . . బిబ్బిడి-బొబ్బిడి-బ్లాండ్.,neg
"ఈ విశ్వాసంలో పాత్రలు తీసుకునే ఆనందాన్ని చూసిన కొద్దిమంది అవిశ్వాసులు వారి వైఖరిని పునరాలోచించవచ్చు, కాని సంశయవాదులు థియేటర్‌లోకి ప్రవేశించే అవకాశం లేదు.",neg
"ఉద్దేశ్యం మరియు రుచి యొక్క వెర్రి సంగమానికి సాక్ష్యమిస్తే, ఇది చాలా విచిత్రమైన రీతిలో చెడ్డది.",neg
సినిమా అంతటా సృజనాత్మకత కంటే ఎక్కువ పునరావృతం ఉంది.,neg
"హ్యూ గ్రాంట్ యొక్క చర్య చాలా వినియోగించబడుతోంది, కొన్నిసార్లు సినిమాలోని ఇతర నటులు ఎవరో చెప్పడం కష్టం.",neg
"సీక్వెల్ ఒరిజినల్ యొక్క అన్ని బాహ్య అంశాలను కలిగి ఉన్నప్పటికీ, మొదటి చిత్రం యొక్క మనోహరమైన పొరపాట్లు పోయాయి, దాని స్థానంలో డల్లేస్ట్ కిడ్డీ ఫ్లిక్స్‌లో కనిపించే బలవంతపు సరదాతో భర్తీ చేయబడింది.",neg
"జిమ్మిక్కీ క్రైమ్ డ్రామాలో ఈ లాంగ్-ఆన్-ది-షెల్ఫ్, పాయింట్-అండ్-షూట్ వ్యాయామం కంటే ప్రేగు కదలికలు నాకు చాలా ఆసక్తికరంగా ఉన్నాయి - మరియు ధీమాత్మకంగా సంక్లిష్టమైనవి.",neg
మనకు ఏమి లభిస్తుంది. . . రక్కూన్ల నమ్మకమైన క్రమంతో కాడిషాక్ దాటింది.,neg
"జోకులు ఫ్లాట్, మరియు చర్య నకిలీగా కనిపిస్తుంది.",neg
"మిక్ జాగర్ యొక్క లైంగిక జీవితం కోసం ఒక చిత్రం మిమ్మల్ని క్షమించమని అడిగినప్పుడు, దీనికి ఇప్పటికే ఒక సమ్మె ఉంది.",neg
m అనే రెండు సంకేతాలు ఇప్పుడు ఉన్నాయి. నైట్ శ్యామలన్ యొక్క తొలి లక్షణం అతను సినిమా యొక్క ఆధ్యాత్మిక శైలులకు ఇవ్వవలసినదంతా పీల్చుకుంది: విడదీయరాని మరియు సంకేతాలు.,neg
 . . . హాకీ ఆర్ట్ హౌస్ ప్రెటెన్షన్.,neg
 . . . ముగింపు లేదా చెల్లించకుండా బలహీనమైన మరియు పనికిరాని దెయ్యం కథ.,neg
"చాలా అపసవ్య స్పెషల్ ఎఫెక్ట్స్ మరియు విజువల్ పార్టీ ట్రిక్స్ తో ముడిపడి ఉంది, మనం గట్టిగా అరిచాలా లేదా నవ్వాలా అని స్పష్టంగా తెలియదు.",neg
"ప్లాడింగ్, పేలవంగా వ్రాసిన, మురికిగా మరియు బలహీనంగా నటించిన ఈ చిత్రం ప్రతి ఒక్కరూ తమ సినిమా మోజోను కోల్పోయినట్లు అనిపిస్తుంది.",neg
ఇది బ్రహ్మాండమైన నిష్పత్తిలో ఒక ఫడ్జ్డ్ అవకాశం - జీవిత సంకేతాలు లేని చంద్ర మిషన్.,neg
"డానిష్ ఆవుల లోపల డ్రగ్స్ అక్రమ రవాణాతో కూడిన అడ్డుపడే సబ్‌ప్లాట్ ఫ్లాట్ అవుతుంది, మరియు మీరు బార్డ్ యొక్క ముగింపును మార్చబోతున్నట్లయితే, మీకు మంచి ప్రత్యామ్నాయం ఉంటుంది.",neg
"సోడర్‌బర్గ్ కళాత్మకంగా వెలిగించిన, ఉత్సాహపూరితమైన విచారణలను మాత్రమే అందించగల సామర్థ్యం ఉన్నట్లు అనిపిస్తుంది, అవి నిజమైన లోతు లేనివి, అవి విమోచన పొందగలవు.",neg
"రాండాల్ వాలెస్ ఫిల్మ్‌ను వేరే వాటి నుండి వేరుచేసే ఏకైక విషయం ఏమిటంటే, రాండాల్ వాలెస్ ఫిల్మ్‌లో వేరు చేయడానికి ఏమీ లేదు.",neg
ఒక సైన్స్ ఫిక్షన్ పనిని మరొకటి నుండి వేరు చేయలేని పిల్లవాడి నుండి టర్మ్ పేపర్ లాగా అన్నీ కలిసి ఉంటాయి.,neg
చాలా ప్లాడింగ్ సున్నితత్వం ఉంది.,neg
"పట్టణం ఒక రకమైన ప్రామాణికమైన అనుభూతిని కలిగి ఉంది, కానీ ఈ వ్యక్తులలో ప్రతి ఒక్కరూ నిలబడతారు మరియు ప్రతిఒక్కరూ ఈ నేపథ్యంలో ఉన్నారు మరియు ఇది నాకు తయారు చేయబడినది మరియు కృత్రిమమైనది.",neg
 . . . దాని స్వంత మంచి కోసం చాలా సప్పీ.,neg
"సర్క్యూట్ రాణులు ఒక విషయం నేర్చుకోరు, వారు సినిమా వ్యూహాత్మకంగా ఉంచిన తెల్లటి పలకలను శపించడంలో చాలా బిజీగా ఉంటారు.",neg
"నటిగా, మడోన్నా ఒక హెల్వా గాయని. మధ్యధరా మెరుస్తున్నప్పుడు, 'కొట్టుకుపోతుంది' మునిగిపోతుంది.",neg
"ప్రతి చాలా తరచుగా ఒక చిత్రం చాలా మూర్ఖంగా ఉంటుంది, చాలా విధాలుగా భయంకరంగా ఉంటుంది, అది చూడటం మిమ్మల్ని విసిగిస్తుంది. సగం గత చనిపోయిన అటువంటి విజయం.",neg
"థియేట్రికల్ విడుదల కోసం 65 నిమిషాలకు విస్తరించింది, ఇది ఇప్పటికీ కొంతవరకు అసంపూర్తిగా అనిపిస్తుంది.",neg
ఇవన్నీ మీరు కంప్యూటర్‌లో ఆనందించే అవకాశం ఉన్న ఆట యొక్క million 40 మిలియన్ల వెర్షన్ లాగా కనిపిస్తాయి మరియు పోషిస్తాయి.,neg
"[జేవియర్ బార్డెమ్] ఈ చిత్రాన్ని చూడటానికి కొన్ని కారణాలలో ఒకటి, దర్శకుడు జెరార్డో వెరా స్వూనీ మ్యూజిక్ మరియు జ్వరం-పిచ్ మెలోడ్రామాలో తడిసిపోయారు.",neg
"ష్రిల్, సింపుల్ మరియు సబ్బు అనిపిస్తుంది.",neg
తల్లిదండ్రులు కాకుండా పెద్దలు. . . అడవి పిలుపుకు లొంగడానికి గట్టిగా ఒత్తిడి చేయబడుతుంది.,neg
బ్రాడీ నటీనటుల యొక్క టాప్నోచ్ నలుగురిని నాశనం చేయడంలో గొప్ప ఘనతను సాధించాడు. . . cl హించదగిన ప్రతి క్లిచ్డ్ వైట్-ట్రాష్ పరిస్థితుల్లోకి వాటిని తరలించడం ద్వారా.,neg
"ఉత్తేజకరమైన మరియు సులభంగా విక్రయించదగిన చిత్రం పేరిట, చక్రవర్తి క్లబ్ అది నేర్పినట్లు నటించిన చరిత్రకు కంటి చూపుగా మారుతుంది.",neg
రక్తం మరియు విచ్ఛిన్నమైన రక్త పిశాచి కాడవర్స్ ఈ చిత్రం యొక్క ఆలోచనలు లేకపోవడాన్ని అస్పష్టం చేయగలవు.,neg
"ప్రత్యక్షంగా-శూన్యమైన విడుదల, ఎక్కడా లేదు.",neg
"విలక్షణమైన యానిమేషన్, చౌకైన యానిమేషన్ (60 లలో శనివారం ఉదయం టీవీ వంటిది), సంక్లిష్టమైన కత్తి-మరియు-వశీకరణ కథాంశం మరియు పెద్ద గుండ్రని కళ్ళు మరియు జపనీస్ పేర్లను కలిగి ఉన్న పాత్రలు.",neg
క్రింద అంచనాల కంటే చాలా తక్కువ.,neg
"k-19 సమయంలో ఏ సమయంలోనైనా: వితంతువు ఈ కథకు ఒక కథలో చుట్టుముట్టబడిందని భావించాడు, దాని విశ్వసనీయత, ధైర్యం మరియు ఉమ్మడి లక్ష్యానికి అంకితభావం అనే ఇతివృత్తాలలో సార్వత్రికమైనదిగా భావించినప్పటికీ, ఎప్పటికీ చాలా వరకు వదిలివేయడం లేదు.",neg
 . . . ప్రామాణిక తుపాకులు వర్సెస్ మార్షల్ ఆర్ట్స్ క్లిచ్ కొద్దిగా కొత్తగా జోడించబడ్డాయి.,neg
సామ్రాజ్యం గ్యాంగ్ స్టర్ ఫ్లిక్ లేదా ఆర్ట్ ఫిల్మ్ కావాలా అనే దాని గురించి ఆలోచించలేము. ఇది కూడా పనిచేయదు.,neg
"వాస్తవానికి థియేటర్లలో ఎవరూ చూపించాల్సిన అవసరం లేదు కాబట్టి, ఈ ప్రాజెక్ట్ ట్యూబ్ కోసం తయారు చేయబడి ఉండాలి.",neg
"స్వాధీనం చివరికి గౌరవప్రదమైన, ఆసక్తికరమైన వైఫల్యం. ఇది కవిత్వానికి చాలా తక్కువగా ఉంటుంది, కానీ ఇది చెడ్డ గద్యం కాదు.",neg
జోనాథన్ పార్కర్ యొక్క బార్ట్లేబీ ఆధునిక-కార్యాలయ అనోమీ చిత్రాలన్నిటిలోనూ ఉండాలి.,neg
"ప్రతిరోజూ ఇబ్బందుల్లో మంచి చిత్రం ఉండవచ్చు, కానీ అది తెరపై లేదు.",neg
"దురదృష్టవశాత్తు, కార్వే యొక్క రబ్బరు-ముఖ దినచర్య అతను హారిస్ గోల్డ్‌బెర్గ్‌తో రూపొందించిన అస్పష్టమైన లిపికి సరిపోలలేదు.",neg
"కామెడీ, రొమాన్స్, అద్భుత కథ లేదా డ్రామాగా చూస్తే, ఈ మోషన్ పిక్చర్ గురించి రిమోట్గా విజయవంతం ఏమీ లేదు.",neg
"ప్రామాణికత గురించి చిత్రం యొక్క డ్రమ్‌బీట్‌లో అనుకోకుండా కామిక్ ఏదో ఉంది, పాత కథాంశం మరియు అశ్లీల మార్గం చూస్తే ఈ చిత్రం స్వాంక్ అపార్ట్‌మెంట్లు, బట్టలు మరియు పార్టీలలో ఆనందిస్తుంది.",neg
"మారువేషంలో ఉన్న మాస్టర్ ఫన్నీ - ""హ హ"" ఫన్నీ కాదు, ""డెడ్ సర్కస్ పెర్ఫార్మర్"" ఫన్నీ. మరియు అన్ని తప్పు కారణాల కోసం.",neg
"ఒక జిప్పీ 96 నిమిషాల మధ్యస్థ ప్రత్యేక ప్రభావాలు, హొరీ డైలాగ్, ఫ్లక్సింగ్ స్వరాలు మరియు - అన్నింటికన్నా చెత్త - వెర్రి-కనిపించే మోర్లాక్స్.",neg
"75 నిమిషాల నిడివిగల చెత్త యొక్క నమూనా, ఇది నిర్లక్ష్యంగా, తెలివిలేనిదిగా మరియు హాస్యాన్ని పోలిన దేనినీ కలిగి ఉండదు.",neg
మీ పల్స్ ఎప్పుడూ రేసింగ్ లేకుండా మీరు సుదీర్ఘమైన వ్యాయామం చేసినట్లు మీరు భావిస్తారు.,neg
"నీటితో నిండిన స్క్రిప్ట్ మూర్ఖత్వం, అస్థిరత మరియు ఉప-సోఫోమోరిక్ లైంగిక పరిహాసాల యొక్క నిర్దేశించని లోతులను ముంచెత్తుతుంది.",neg
"పూర్తిగా వ్యంగ్యం లేని జోన్ మరియు బేల్ అతని సున్నితమైన కనురెప్పలను బ్యాటింగ్ చేయడానికి ప్రధానంగా తగ్గించడంతో, పాత ప్రేక్షకులను ఆకర్షించడానికి మరియు నిలబెట్టడానికి తెరపై తగినంత తెలివితేటలు, తెలివి లేదా ఆవిష్కరణలు లేవు.",neg
ఇది అకాడమీ ఇష్టపడే స్టంట్ రకం: శక్తివంతమైన రాజకీయ సందేశం లేకపోతే మధ్యస్థమైన చిత్రంగా నింపబడుతుంది.,neg
"సిద్ధాంతంలో, మధ్య వయస్కుడైన రొమాన్స్ జత చేసే క్లేబర్గ్ మరియు టాంబర్ ఆశాజనకంగా అనిపిస్తుంది, కానీ ఆచరణలో ఇది పూర్తిగా వేరే విషయం - విదూషకుడు మరియు అప్రియమైనది మరియు నిజ జీవితం వలె ఏమీ లేదు.",neg
"చలనచిత్రాలకు సంబంధించినంతవరకు, బ్రిట్నీ మరోసారి చేయదని మీరు భావిస్తున్నారని మీరు భయపడుతున్నారు.",neg
"చిత్రాలు సాధారణంగా మెత్తటి స్పష్టత మరియు టెలిగ్రాఫ్ చేసిన పాథోస్‌కు అనుకూలంగా సంక్షిప్తీకరించబడతాయి, ప్రత్యేకించి వైటేకర్ యొక్క మిస్‌ఫిట్ ఆర్టిస్ట్ ఆందోళన చెందుతాడు.",neg
"ఒకవేళ మానవ జాతి రెండుగా విడిపోయే అవకాశమున్నందుకు వెల్స్ అసంతృప్తిగా ఉంటే, అతను బహుశా తన మనవడు చిత్రం చాలా చక్కని విధంగానే విడిపోవటంతో చాలా పిచ్చిగా ఉండడు.",neg
"యానిమేషన్‌ను 30 సంవత్సరాల వెనుకకు, సంగీతానికి 40 సంవత్సరాల వెనుక మరియు జుడాయిజం కనీసం 50 కి వెనుకబడి ఉంటుంది.",neg
"విచిత్రంగా, బ్రూమ్‌ఫీల్డ్ బలవంతపు క్రొత్త విషయాలను కలిగి ఉంది, కాని అతను చివరి వరకు దానిని ఆవిష్కరించడు, అయిష్టంగా ఉన్న సాక్షులను తిప్పికొట్టడం మరియు అతని అద్దె కారు యొక్క స్మెర్డ్ విండ్‌షీల్డ్ ద్వారా తన కెమెరాను చూపించడం.",neg
పగటిపూట సోపర్‌గా ఉత్తమంగా ఆనందించవచ్చు.,neg
చివరికి స్వీయ-ప్రతిబింబ ధ్యానం వలె దాని గుండె వద్దకు చేరుకుంటుంది.,neg
"పర్వతాల సుందరమైన వైభవం మరియు పురాణ నటుడు మిచెల్ సెరాల్ట్ రెండింటికీ ప్రదర్శన, ఈ చిత్రం ఇతర స్థాయిలలో తక్కువ విజయవంతమవుతుంది.",neg
"అబ్బాయి ఓహ్ బాయ్, ఇది ఒక అరుపు.",neg
చిత్రం బజ్ మరియు విర్ యొక్క కొన్ని ముక్కలు; ఇది చాలా తక్కువ వాస్తవానికి క్లిక్ చేస్తుంది. విషయం ఎప్పుడూ భూమి నుండి బయటపడదు.,neg
 . . . చాలా తక్కువ నవ్వులు మరియు తక్కువ ఆశ్చర్యాలను కలిగి ఉంది.,neg
ఈ నవ్వగల సంభాషణలో కొన్నింటిని సూటి ముఖంతో పఠించడం నటీనటులు నిజంగా మంచివారు.,neg
"చాలా కథాంశాలు సర్ఫ్ షాట్ల మధ్య టైమ్ ఫిల్లర్లుగా అనిపిస్తాయి. చలన చిత్రం భయంకరమైనది కాదు, కానీ మీరు తరువాతి తరంగంలో సాధారణమైన చిహ్నాన్ని చూడవచ్చు.",neg
"పదార్థం పాతది అయినప్పటికీ, లారెన్స్ డెలివరీ ఖచ్చితంగా ఉంది; అతని గొప్ప బహుమతి ఏమిటంటే, అతను ఈ అరిగిపోయిన, పాండరింగ్ పాలవర్‌లో కొన్నింటిని ఆలోచిస్తూ మిమ్మల్ని మోసగించగలడు.",neg
రిమోట్గా సమయోచితమైన లేదా సెక్సీగా ఇక్కడ ఏమీ లేదు.,neg
"తక్సేడో చెడ్డది కాదు; ఇది, నా స్నేహితుడు డేవిడ్ క్రాస్ దీనిని 'ఆకలితో ఉన్న మనిషి యొక్క చెడు భాగాలు' అని పిలుస్తారు.",neg
బ్లూ క్రష్ చాలా కాలం మరియు బోరింగ్ అది బార్న్-బర్నింగ్ చెడ్డ చిత్రం కావడానికి కూడా దగ్గరగా లేదు.,neg
వెస్లీ స్నిప్స్ యొక్క దిగ్గజ హీరో డజన్ల కొద్దీ చెడ్డ వ్యక్తులతో యుద్ధం చేస్తున్నప్పుడు - ఒకేసారి - బ్లేడ్ అభిమానులకు సీక్వెల్ ఒక సాకుగా సాకుతుంది.,neg
"వాన్ వైల్డర్ చెత్త జాతీయ లాంపూన్ చిత్రం కాకపోవచ్చు, ఇది ఈ తరం జంతువుల గృహానికి దూరంగా ఉంది.",neg
కాబట్టి ఆనందం లేదా ఇంద్రియ జ్ఞానం లేకుండా దీనిని హేడోనిస్టిక్ అని కూడా పిలవలేరు.,neg
ప్రారంభం నుండి ముగింపు వరకు రాట్ మరియు హాక్ పని యొక్క రీక్స్.,neg
పింగాణీ సామ్రాజ్యం గురించి అలసిపోయే కుటుంబ నాటకం మరియు దాని విషయం వలె చాలా కష్టం.,neg
"వుడీ అలెన్ నిజంగా ఈ రోజుల్లో తన గాడిని కనుగొన్నాడు. సమస్య ఏమిటంటే, ఇది ఒక మధ్యస్థమైన చలనచిత్రాన్ని మరొకదాని తర్వాత ఒకటిగా మార్చడానికి అతన్ని అనుమతిస్తుంది.",neg
"బ్లాండ్ నిఫ్టీని మించిపోయింది, మరియు క్లెటిస్ టౌట్ అది ఎప్పుడూ ఆలోచించే తెలివైన క్రైమ్ కామెడీగా మారదు.",neg
ఇది ఒక యాంత్రిక ప్రయత్నం [ఎవరైనా] దీన్ని చూడటానికి ఎవరైనా ఎందుకు సమయాన్ని కేటాయించవచ్చో ప్రశ్నించడానికి ఇది ఎప్పుడూ బాధపడదు.,neg
"ఆర్ట్ డైరెక్షన్ తరచుగా సున్నితమైనది, మరియు ఆంత్రోపోమోర్ఫిక్ జంతు పాత్రలు తెలివైన మేకప్ డిజైన్ ద్వారా అందంగా గ్రహించబడతాయి, చివరికి డివిడి విడుదల ఉపశీర్షికలు మరియు అసలు ఇటాలియన్-భాషా సౌండ్‌ట్రాక్‌ను అందిస్తుందని ఆశిస్తున్నాము.",neg
" బ్లాండ్ కంఫర్ట్ ఫుడ్ యొక్క ability హాజనితత్వం మీకు నచ్చితే, ఈ చిత్రం తగినంత ఆహ్లాదకరమైన వంటకం.",neg
"అంతిమంగా, అకాడమీ చరిత్రలో, 2002 లో ""చికాగో"" గురించి జాజ్ అంతా ఏమిటని ప్రజలు ఆశ్చర్యపోవచ్చు. జెల్వెగర్ యొక్క చిన్న పాటీ-లిప్డ్ పూఫ్ ఎదుర్కొన్నది మరియు ఒక చాతుర్యం ఆడటానికి తెలివిగా ప్రయత్నించడం ఆమె ఉత్తమ నటిగా నామినేషన్ను మరింతగా చేస్తుంది",neg
స్క్రీన్ ప్లే స్థాయిలో రచయిత-దర్శకుడు కర్ట్ విమ్మర్ చేత తీవ్రంగా వార్ప్డ్ లాజిక్ ఉన్న ఒక చెడ్డ చిత్రం.,neg
"ఒక ఆహ్లాదకరమైన మరియు ఆకర్షణీయమైన సిట్, కానీ రెండు ప్రపంచాలలోని ఉత్తమమైన వాటిని కలిగి ఉండటానికి ప్రయత్నిస్తున్నప్పుడు అది మొత్తంగా తగ్గిపోతుంది.",neg
"దాని ప్లాట్లు మరియు యానిమేషన్ పగటిపూట టీవీ సేవలను అందిస్తాయి, కానీ కొంచెం ఎక్కువ.",neg
"ఇప్పటికే నిస్సారమైన కళా ప్రక్రియ యొక్క అలసిపోయిన, అనూహ్యమైన మరియు ఉత్పన్న వైవిధ్యం.",neg
"మానవ స్వభావం, సంక్షిప్తంగా, అది అనుకున్నంత ఫన్నీ కాదు; అది అంత స్మార్ట్ కాదు.",neg
గొప్ప ఆవరణ ఉన్న చిత్రం కానీ గొప్ప ఆవరణ మాత్రమే.,neg
"నవ్వుల అల్లర్లకు బదులుగా, నిజమైన పరిణామాలు లేని భిన్నమైన ఫన్నీ క్షణాలు మనకు మిగిలి ఉన్నాయి.",neg
"కిర్ష్నర్ మరియు మన్రో మరొకరిని ఎవరు చెడుగా వ్యవహరించగలరో చూడటానికి పోటీలో ఉన్నట్లు అనిపిస్తుంది. (కిర్ష్నర్ గెలుస్తాడు, కానీ అది దగ్గరగా ఉంది.)",neg
సానుభూతి లేని పాత్ర గురించి ఒక కుంటి రొమాంటిక్ కామెడీ మరియు ఆమెతో పాలుపంచుకునేంత తెలివితక్కువవాడు కాదు.,neg
"బేకన్ మరియు థెరాన్ మధ్య వీలునామా యొక్క పోటీగా ప్రారంభమైనది, దీర్ఘకాలిక మరియు సరిహద్దు వెర్రి చేజ్ సీక్వెన్స్గా క్షీణిస్తుంది.",neg
స్వీయ-ఫ్లాగెలేషన్ వినోదం కంటే నిరుత్సాహపరుస్తుంది.,neg
"ఒక అగ్లీ, అర్ధంలేని, తెలివితక్కువ చిత్రం.",neg
"ఒక్కమాటలో చెప్పాలంటే, సుసాన్ సరండన్ మరియు గోల్డీ హాన్‌లను జత చేయడానికి మరింత బలవంతపు అవసరం ఉంది.",neg
మారువేషంలో మాస్టర్ విశ్వం మూగబోవడానికి ఆడమ్ సాండ్లర్ యొక్క తాజా ప్రయత్నాన్ని సూచిస్తుంది.,neg
మోకాలి ఎక్కడ ఉండాలో దాని మోచేతులు అంటుకుని ఉండటంతో ఇది అనాలోచితమైన చిత్రం.,neg
తీవ్రంగా తీసుకోవటానికి చాలా వెర్రి.,neg
స్పష్టంగా,neg
"అనివార్యమైన డబుల్- మరియు ట్రిపుల్-క్రాస్లు తలెత్తుతాయి, కాని జాన్ మాల్కోవిచ్ యొక్క రెడీ కన్సిగ్లియర్ తన తదుపరి పంక్తిని ఎలా ఉచ్చరిస్తాడో వినడానికి మాత్రమే నాటకం ఉంది.",neg
"ప్రతిదీ తీవ్రమైనది, కవితాత్మకమైనది, శ్రద్ధగలది మరియు - పాపం - నీరసమైనది.",neg
"అది నాకిష్టం . లేదు, నేను దానిని ద్వేషిస్తున్నాను. లేదు, నేను ప్రేమిస్తున్నాను. . . హెల్, నేను దున్నో.",neg
చలన చిత్రం యొక్క ఈ గజిబిజి ట్రాన్స్‌వెస్టైట్ కామెడీ యొక్క అపహాస్యం కంటే తక్కువ కాదు.,neg
"ఇది హెవీ-హ్యాండ్ సింబాలిజం, డైమ్-స్టోర్ సైకాలజీ మరియు అంతులేని సుందరమైన షాట్లతో గడ్డకట్టింది, ఇది 105 నిమిషాలు రెండు రెట్లు ఎక్కువ అనిపించేలా చేస్తుంది.",neg
క్లిచ్ల యాభై కారు పైలప్.,neg
"ఇది 1962 నుండి అలంకరించబడిన అదే ఆలివ్లను ఉపయోగించిన పాత, అధికంగా ఉపయోగించిన కాక్టెయిల్. ఎంట్రీ నంబర్ ఇరవై బ్రోస్నన్ బంచ్ యొక్క చెత్త మాత్రమే కాదు, ఇది మొత్తం ఫ్రాంచైజీలో చెత్త ఒకటి.",neg
చివరికి విండ్‌టాకర్లను నిరాశకు గురిచేసేది దాని కథతో వ్యవహరించే ఉపరితల మార్గం.,neg
"నటుడి ప్రదర్శనగా, హార్ట్ యొక్క యుద్ధానికి సిఫారసు చేయడానికి చాలా ఎక్కువ ఉంది, టాప్-బిల్ విల్లిస్ బాగా ఆకట్టుకునే ఆటగాడు కాకపోయినా. నాటకీయ జ్ఞానోదయం యొక్క కథగా, బిల్లీ రే మరియు టెర్రీ జార్జ్ యొక్క స్క్రీన్ ప్లే కావలసినదాన్ని వదిలివేస్తుంది.",neg
"బ్రిట్నీయేతర వ్యక్తి స్క్రీనింగ్ నుండి తక్కువ హాని లేకుండా జీవించగలడు, చివరి 15 నిమిషాలు మినహా, మీరు can హించిన పాఠశాల తర్వాత ప్రత్యేకమైన మాడ్లిన్ లాగా ఉంటారు.",neg
"ఇది ద్వేషపూరితమైనది కాదు. ఇది కేవలం తెలివితక్కువదని, అసంబద్ధం మరియు లోతుగా, నిజంగా, దిగువలేని విరక్తి.",neg
"క్రోధస్వభావం ఉన్న వృద్ధుల నుండి నేను ఒక చలన చిత్రాన్ని విన్నాను కాబట్టి, ఒక జనాభాతో మరొకటి కొట్టేటప్పుడు గట్టిగా కనెక్ట్ అవ్వండి.",neg
"ప్రేమ, కామం మరియు పాపంలో మునిగిపోయిన ఒక కథ కూడా నా దృష్టిని నిలుపుకోలేక పోయింది.",neg
వ్యామోహం లో అలసిపోయిన వ్యాయామం.,neg
